text,polarity,sentiment
b pm narendra modi congratulates citizens india successfully vaccinates adult population covid xe x xa,0.425,positive
b words look towering numbers success vaccination vaccineswork thanks narendramodi ji naman,0.25,positive
b taken canadiantruckers make world wake stand freedom corrupt amp draconian xe x xa,-0.5,negative
b awesome another survivor vaccination preventable disease acts jrs nonsense survived stay mont xe x xa,1,positive
b done xf xf x x boosterdose pfizerbooster covid vaccination,0,neutral
b narendramodi friday coviddeaths goa reported unvaccinated take xe x xa,0,neutral
b india reports new covid cases deaths recoveries last hours n nactive case xe x xa,0.068181818,positive
b lakh new cases india daily infection curve sees slight improvement indiablooms first portal digit xe x xa,0.054924242,positive
b vaccination india achieved n nawesome n covidvaccine,0,neutral
b eligible population country fully vaccinated union health minister mansukh mandaviy xe x xa,0,neutral
b prime minister narendramodi soon going address mannkibaat also congratulated citizens full xe x xa,0.35,positive
b words needed vaccination boosterjab data,0,neutral
b india reports new covid cases deaths recoveries last hours n ntotal recoveri xe x xa,0.068181818,positive
b countries cancel covid tests quarantine procedures vaccinations n nhere facts xe x xa,0,neutral
b india achieved target adult population administered doses vaccine health xe x xa,0.1,positive
b confused help understand brooklyn sf mandatory vaccine mandates inside places like xe x xa,-0.4,negative
b eligible population country fully vaccinated union health minister mansukh mandaviy xe x xa,0,neutral
b truth amazing elixir n saturdaymotivation n thinkbigsundaywithmarsha n wisdom n lifelessons n bethechange xe x xa,0.6,positive
b xe x xc xe x xa always worth xe x xd nyep xe x xd agree n saturdaymotivation n thinkbigsundaywithmarsha n wisdom xe x xa,0.3,positive
b srinagar schools directed complete vaccination process within week,0.1,positive
b retweeting hoping people see covid covid covidaus covidvic covidvicdata melbourne xe x xa,0,neutral
b srinagar schools directed complete vaccination process within week,0.1,positive
b yes covid illness comparatively uncommon children vs adults get sick many children suf xe x xa,0.195238095,positive
b mercy saturday new record tests ahead seollal keep safe holidays n covidkorea xe x xa,0.318181818,positive
b jj_mccullough contactryanwall afraid convoy trucks nand afraid admit nwe afr xe x xa,-0.6,negative
b xf xf x x vaccination uk jan pmpmagtoday n n xe x xab st doses uk population n xe x xab nd doses n xe x xab rd xe x xa,0,neutral
b canada n vaccination n covid n ottawa n canadatruckers nvaccinate whatever yout want nbut get vacc xe x xa,0,neutral
b god bless everyone positivity reminder everyone n n vaccination coronaupdate canadatruckers,0,neutral
b ottawa n canada n trudeau n vaccination nmr trudeau equip police canadian vaccination gentle especi xe x xa,0.2,positive
b vaccination drive door door,0,neutral
b breaking covid news xf xf xa x thought get bad xf xf x x xf xf xa x xe x xd xe xa x xef xb xf xf xf xa x xe x xd xe xa x xef xb xfnurses amityville usa xf xf x xba xf xf x xb xe x xa,-0.7,negative
b xe x xs beginning folks next overwhelm hospitals truckersforfreedom canadatruckers xe x xa,0,neutral
b freedom convoy diminishing word freedom people talk freedom usually means freedom xe x xa,-0.25,negative
b omicron xe x xt mild underlying medical conditions immunocompromised late pandemi xe x xa,0.011111111,positive
b current evidence suggests current mandatory vaccination policies might need reconsidered xe x xd xe x xa,0,neutral
b omicron crushing hospitals xe x x even though cases often mild delta wstonereports xe x xa,0.366666667,positive
b xe x xs two years pandemic feel much hard vaccines saved lives xe x xa,-0.291666667,negative
b pentagon reacts problem civilians dying us drone strikes wakeup xe x xa,0,neutral
b quick poll pandemic taking medical advice epidemiologist amp infectious disease specia xe x xa,0.166666667,positive
b freedom convoy protesters desecrate terry fox statue ottawa sparking outrage donations cancer foundation xe x xa,0,neutral
b vegan vaccine brewed yeast boosted smell like yeast infection pl xe x xa,0,neutral
b watch chicago evil catfish thing stab n catfish mayorlorilightfoot lorilightfoot jab vax vaccination,-1,negative
b newsmax johnfbachman vaccination scapegoat venting anger something else,-0.7,negative
b jack look abnormal clots veins jabbed check xe x xa,0,neutral
b kathleenganley people want get vaccinated drop company pharmacies xf xf x x xf xf x x appoin xe x xa,0,neutral
b city government las pi xc xbas started saturday covid vaccination registration children students xe x xa,0,neutral
b city government las pi xc xbas started saturday covid vaccination registration children students xe x xa,0,neutral
b covactioncollab sars cov vaccination advice giving pregnant mothers per xe x xa,0.333333333,positive
b say time covid gon na end like fr time xe x xve vaxxed boosted xe x xs still xe x xa,0,neutral
b finally royal commission child vaccine harm amp death covid commander fucker needs fro xe x xa,0,neutral
b whcos stunning predictable three vaccines use profoundly effective remarkably cle xe x xa,0.4125,positive
b know understanding bacteria cause whoopingcough incomplete xe x xd n,0,neutral
b imagine amazing things might xe x xaif allow n n saturdaymotivation xe x xa,0.6,positive
b seems prudent example since pandemic started days ago portugal zero de xe x xa,0,neutral
b one step time xe x xa n n saturdaymotivation n thinkbigsundaywithmarsha n peace n bethechange n vaccination,0,neutral
b empathy simply learning feel instead think n satudaymotivation n thinkbigsundaywithmarsha n wisdom xe x xa,0,neutral
b today would great time say goodbye negative thoughts fragments xe x xve holding xe x xa,0.25,positive
b xe x xre struggling today hang nyou still plenty life live plenty life see xe x xa,0.136363636,positive
b gratitude encourages us grateful feeling grateful xe x xawhich turn makes us feel grateful xe x xa,0,neutral
b remember work dreams also work keep improve xe x xa xe x xa,0,neutral
b comments article perfect illustration cult ignorance n covid vaccination n n,1,positive
b currently candidates nout candidates phase n coronavirus covid covid vaccine xe x xa,0,neutral
b joni mitchell removes music spotify vaccine misinformation deletespotify vaccination coronavirus,0,neutral
b michaelcvo johnrich maybe learn spell xe x xcisrael xe x xd spouting someone xe x xcfuckin wrong xe x xd xe x xa,-0.5,negative
b xf xf x xaevaccine passports amp refuseniks n n writing wall folks xf xf x xa n n gt,0,neutral
b head austrian bioethics commission beginning glorious new era mandatory vaccination xe x xa,0.136363636,positive
b future vaccination nnot tomorrow n ndonate make real n n future xe x xa,0,neutral
b future vaccination n n future vaccination,0,neutral
b brazil million vaccine doses stuck covid limbo n n politics brazil brazilianpolitics coronavirus xe x xa,0,neutral
b charges nurses made million fake vaccination cards vaccination n,-0.5,negative
b drelainema thank drelainema pleasure volunteer today love seeing ygk kids get protected vaccination xf xf x xa,0.5,positive
b facts n nthey safe protective course happy n nyou n n share like comment youth xe x xa,0.65,positive
b poor paof state health care going bad bad n mississippi one bad states xe x xa,-0.625,negative
b vaccination long enough n n boostershots required visit growing list destinations xe x xa,-0.025,negative
b two pediatric nurses charged scheme earning million crime forging xe x xa,0,neutral
b compulsory vaccination compulsory ventilation air purification n vaccination vaccinationobligatoire ethics,0,neutral
b point reason anyone believe superspreader novakdjokovic got vaccination th xe x xa,0,neutral
b vaccination sars_cov_ infection leads robust humoral response antibodies effectively xe x xa,0.6,positive
b momentsindia politicotab xe x xc vaccination strategy based repeated booster original vaccine compositi xe x xa,0.375,positive
b covid live updates get speed coronavirus news across australia abc news xe x xa,0.136363636,positive
b need herd immunity nthis place n xf xf x xa xf xf x xa barbados n fully vaccinated nas n ntake xe x xa,0,neutral
b bad batch vaccination covid,-0.7,negative
b xe x xc xe x xa always worth xe x xd nyep xe x xd agree n saturdaymotivation n thinkbigsundaywithmarsha n wisdom xe x xa,0.3,positive
b data show n increasedrisk myocarditis vaccination high young males nprac recommended upd xe x xa,0.13,positive
b lot mad north america n n vaccination n canada,-0.625,negative
b truth amazing elixir n saturdaymotivation n thinkbigsundaywithmarsha n wisdom n lifelessons n bethechange xe x xa,0.6,positive
b make covid vaccination location massachusetts offering home vaccinations via commonwe xe x xa,0,neutral
b get vaccine blood clots ableg cdnpoli covid vaccination,0,neutral
b omicron mild still lethal nwith omicron spreading fast previous covid version proving xe x xa,0.122222222,positive
b imagine amazing things might xe x xaif allow n n saturdaymotivation xe x xa,0.6,positive
b covid vaccination stats,0,neutral
b toryliars literally pinning future hopes borisjohnson vaccination program program f xe x xa,0,neutral
b justintrudeau truckersforfreedom vaccination corruption vonderleyden davosagenda killersdavospendemie xe x xa,0,neutral
b conflation xe x xccanadians broadly supportive vaccine mandates eligible population xe x xa,0.5,positive
b one step time xe x xa n n saturdaymotivation n thinkbigsundaywithmarsha n peace n bethechange n vaccination,0,neutral
b brazil xe x xs health ministry says covid vaccines effective n n politics brazil brazilianpolitics coronavirus xe x xa,0.6,positive
b grapevinerick drleanawen cdcgov long infection persists dependent health xe x xa,-0.05,negative
b empathy simply learning feel instead think n satudaymotivation n thinkbigsundaywithmarsha n wisdom xe x xa,0,neutral
b today would great time say goodbye negative thoughts fragments xe x xve holding xe x xa,0.25,positive
b eu boostershots neu vaccination certificate making valid period days nbooster doses tw xe x xa,0,neutral
b xe x xre struggling today hang nyou still plenty life live plenty life see xe x xa,0.136363636,positive
b gratitude encourages us grateful feeling grateful xe x xawhich turn makes us feel grateful xe x xa,0,neutral
b lethality covid gradually reduced course pandemic england mainly due immunity fro xe x xa,-0.125,negative
b remember work dreams also work keep improve xe x xa xe x xa,0,neutral
b xe x xs coincidence polio children supporters vaccination xf xf x xa xf xf x xa,0,neutral
b comments xe x xa vaccination,0,neutral
b xf xf x x xf xf xc xd xe xa x xef xb xf n nhow vaccine patents make covid crisis bad via cnbc n n vaccine vaccination xe x xa,-0.7,negative
b blanchardgov incorrect always option always online learning attending person xe x xa,0,neutral
b issue encl digest curious librarians ntoc n covid cooperative n book sculptures nself placed xe x xa,-0.1,negative
b want reach endemic levels covid assoumou_md emphasizes global vaccination chance r xe x xa,0,neutral
b ajsantella professor director doctor health sciences program covid coordinator unewhaven xe x xa,0,neutral
b imagine logic applied obese people take care n n vaccine vaccination xe x xa,0,neutral
b included breakthrough cases people received booster vaccination prior rec xe x xa,0,neutral
b chrismpackham sajidjavid sajidjavid grab boosterdose many many hear collapsing xe x xa,0.5,positive
b governments around world bring blindfolds witness levels covid vaccination corruption,0,neutral
b foi brussels hypocrisy vdl ignores eu transparency law refusing disclose pfizer chief texts xe x xa,0,neutral
b possible role anti idiotype antibodies sars cov infection vaccination nejm,0,neutral
b mohfw_india pmoindia mansukhmandviya ianuragthakur drbharatippawar pib_india mygovindia covidnewsbymib xe x xa,0,neutral
b xe x xm officially fully g n n thirddose sayatelahdivaksinasi fullyvacinnated covid vaccine vaccination xe x xa,0,neutral
b know covid leaving us also know vaccination incredible reduction death xe x xa,0.9,positive
b sars cov omicron variant neutralization mrna booster vaccination nejm,0,neutral
b xe x xcjust million hungary million people received least two shots nearly million xe x xa,-0.1,negative
b charges nurses made million fake vaccination cards n pandemic coronavirus vaccination,-0.5,negative
b sure truck convoy canada xe x xs good opportunity pop vaccination tents xe x xa,0.6,positive
b people attend demonstration led right wing party les patriotes vaccine mandates eu digit xe x xa,0.285714286,positive
b beaumontb nytimes wirecutter still need masks fly planes us canada mandatory ya xe x xa,0.8,positive
b scotus decision blocking osha imposing vaccination mandates big businesses shifts burden xe x xa,0,neutral
b vaccination mark beast vaccination equals english gematria,0,neutral
b althiaraj vaccination masks capacity levels way amp ensure businesses stay open jyduclos xe x xa,0,neutral
b washington state trooper dies quitting job vaccination requirement thehill n,0,neutral
b boostershots amp vaccination xf xf x xc neffect usa versus selected eu nations n n ignorance deadly xe x xa xef xb xf,-0.2,negative
b received special visit chairman board supervisors county tulare eddie valero xe x xa,0.357142857,positive
b vaccination update th jan n diprmeghalaya n nhmmeghalaya n districtekh,0,neutral
b list rural urban covid vaccination centres ranchi njanuary age groups xe x xa,0,neutral
b fin de l xe x xaventure day whole family negative conclusions vaccination job well xe x xa,-0.05,negative
b freshwaterpurl larry yes misspoken type christian principle nfor god given us spirit xe x xa,0,neutral
b unicefpolio team working tirelessly field parents healthcare workers religious leaders lo xe x xa,0,neutral
b get vaccinated boosted irresponsible fool n ncovid nhs staff seek jobs border avoid vaccine xe x xa,0,neutral
b world xe x xt want vaccination control wethepeople want freedom choose,0,neutral
b end less game xf xf xa xb xf xf xf xbb xe x xd xe x x xef xb xf neocov coronavirus vaccination,-0.283333333,negative
b covid shots kids stall appeals aimed wary parents getting young people vaccinated key slowing xe x xa,-0.133333333,negative
b health srinagar admin cent percent coverage age group n n vaccination covid youth n n,0,neutral
b ever unvaccinated celebrity becomes infected omicron treacherous media trumpets xe x xa,0,neutral
b deaths covidvaccines bioweapon need stopped immediately n covidvaccine xe x xa,0,neutral
b tolmen open vaccination centre today tmconstantine,0,neutral
b protests roil german xf xf x xa xf xf x xaa cities vaccine rules tighten across much europe n via xe x xa,0.1,positive
b happy celebrate manhattan beach usd pacific elementary school holds covid testing clinic every wed xe x xa,0.55,positive
b jkenney would help control inflation u claim u r worried ur actions say something else u really xe x xa,0.2,positive
b scottmoe n n xe x xc vaccination reducing transmission xe x xd n nso saskatchewan keep b cash incentive,0,neutral
b vaccination allows access vaccination jobs facilities less need strict infection controls lo xe x xa,-0.166666667,negative
b vcolizza chpoletto chiaresabbatini laura_didom johnshopkins familycare health vaccination xe x xa,0,neutral
b imagine getting vaccination nand u cant even explain effects name things contains xf xf x x xf xf x x n nu guys truste xe x xa,0,neutral
b visit link n n n n themohwgovjm n n otnews ministryofhealthandwellness blitzsites xe x xa,0,neutral
b india covid vaccination coverage crossed crore lakh vaccine doses administered sat xe x xa,0,neutral
b got st dose covishield today xe x xt make instagram reel vaccination coronavirus reelsinstagram,0,neutral
b nurses made million fake vaccination cards time covid health,-0.5,negative
b double vaccinated places testing positive covid often unvaccinated xe x xa,0.113636364,positive
b covid vaccine programme nhs signs xc xam deal mobile services contract covers range services n nread xe x xa,0,neutral
b freedom political issue immunosuppressant medications taken transplantation increase risk severe xe x xa,0,neutral
b vaccination covid successfully implemented lka mark milestone xe x xa,0.75,positive
b need herd immunity nthis place n xf xf x xac xf xf x xb greece n fully vaccinated nas n ntake xe x xa,0,neutral
b hospitalizations caused covid clearly reduced vaccination people convalesced previous xe x xa,-0.033333333,negative
b new world order emerging n n xf xf x xbhere n crazy conspiracy theory n n gt xe x xa,-0.231818182,negative
b three days covid vaccination camp meerut college meerut nth th january,0,neutral
b xf xf xa x xf xf x xajohnny health issues dealt past couple months could pass xf xf xf xand score great xe x xa,0.275,positive
b greenswelfares gurmeetramrahim good job volunteers xe xd xa n vaccination coronavirus,0.7,positive
b thoughts prayers vaccination,0,neutral
b union healthminister mansukhmandaviya held meeting easternstates discuss covid situation xe x xa,0,neutral
b vaccines powerful pandemic fighting tool yes silver bullets globeandmail editoria xe x xa,0.3,positive
b covid vaccine may protect everyone n ntrue false n n vaccineswork vaccines vaccination covid_,-0.4,negative
b dr ira bernstein co founder canadian covid care alliance group known spreading vaccination xe x xa,0,neutral
b cp antivaxxers people believing absurdities nnext commit atrocities n nignorance mus xe x xa,0,neutral
b covid_ omicron come let xe x xs chew mother solidarity neil joni vaccination xf xf x xaa xf xf x x xe x xa,0,neutral
b omicron wave upswing india immunity resulting substantial adult vaccination coverage amp widespr xe x xa,0.1,positive
b greenswelfares gurmeetramrahim vaccination camp dera sacha sauda volunteers following pious teachings xe x xa,0,neutral
b almost one five canadian truckers south asian many xe x xt see represented trucker xe x xfree xe x xa,0.25,positive
b anatoliafergus vaccination n nif every canadian would get vaxxed lockdowns amp manadates wou xe x xa,0,neutral
b singer joni mitchell crippling polio age teach walk via xe x xa,0,neutral
b got boosted mvc f time kudos team dhoislamabad managing best vaccination centre islamaba xe x xa,1,positive
b clear supreme couruled government xe x xt make companies mandate vaccination howev xe x xa,0.1,positive
b xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x xe x x n xf xf x x doses administered n xf xf x x xf xf x x fully vaccinated xe x xa,0,neutral
b never came across vaccination would mandated keep inalienablerights citizen xe x xa,0,neutral
b greenswelfares gurmeetramrahim corona vaccination camp organised dss volunteers hisar great task,0.8,positive
b jonimitchell like neilyoung polio survivor stand fellow canadian remove music fr xe x xa,0,neutral
b makismd jvipondmd shazmamithani tehseenladha germhuntermd total million vaccine injuries reported xe x xa,0,neutral
b newsflash plsdems fauci k real science amp ethically challenged contacted virus get infected xe x xa,0.2,positive
b covid india vaccination coverage crosses crore health ministry n n covid vaccination n,0,neutral
b theatres across dmv united provide public safety audiences artists staff volunteers b xe x xa,0,neutral
b coronavirus vaccination coverage europe,0,neutral
b trust british medical journal deep dive fact checking opinion pieces bmj_latest anti vax dist xe x xa,0,neutral
b schools directed complete vaccination process within one week adc srinagar n n srinagaradmin xe x xa,0.1,positive
b covidtesting jaredkushner traitor deliberately withheld resources goptraitors receive xe x xa,0,neutral
b xe x xall hearing jonimitchell neilyoung jumping spotify ship anyone supporting vaccination xe x xa,0.25,positive
b covid vaccination update n india xe x xs cumulative vaccination coverage crosses crore n lakh vac xe x xa,0,neutral
b harvard study shows correlation vaccination levels covid infection rates,0,neutral
b never came across vaccine would significantly reduce prevent altogether infection xe x xa,0.375,positive
b karamprakash n news n vaccination na news update heared yesterday acc fully vaccinated xe x xa,0,neutral
b samuelclaiborne huffpostent well said like smaperson astrophysics phd would vaccination helps xe x xa,0,neutral
b democracy thenetherlands dead voting round outcome members parlement voted mandato xe x xa,-0.2,negative
b pbennett jamesblunt spotify joerogan xe x xs pretty apt xe x xs got heaon covid attack xe xd xa xef xb xf n nt xe x xa,0.425,positive
b visit late emergency temporary standard covid vaccination testi xe x xa,-0.15,negative
b big thank stjohnpeople week suppoacross communities xe x xre today sup xe x xa,0,neutral
b vaccination policies strong high income countries whereas low income countries weak amp limited poli xe x xa,0.029380952,positive
b vaccinations giveaways join tulanesphtm new orleans mosquito termite rodent control board xe x xa,0.136363636,positive
b list rural vaccination centres ranchi district th january sunday n n dc_ranchi n prdjharkhand xe x xa,0,neutral
b distt adminsrinagar cent percent coverage agegroup covid vaccination,0,neutral
b list vaccination centres ranchi district th january sunday highlighted entries special xe x xa,0.357142857,positive
b greenswelfares gurmeetramrahim vaccination camp utmost need hour kudos volunteers xe x xa,0,neutral
b worth reading skip conclusions read actual thing n vaccination vaccinemandates,0.15,positive
b back school discussing risks amp challenges n nmost parents still ready send kids school xe x xa,0.1,positive
b cdcsays naturalimmunity good vaccination msm glossed right next say nee xe x xa,0.328571429,positive
b india success vaccination noteworthy achieving major milestone xf xf x x nthe drive covid xe x xa,0.18125,positive
b xe x xt get n vaccination nno xe x xa,0,neutral
b governments world ended dealing covid pandemic al xe x xa,0,neutral
b please retweet like adoptmegiveaways affiliatemarketing allnatural cannabis xe x xa,0,neutral
b gis representation covid_ scenario india th jan prepared csir_neeri ntotal vaccination xe x xa,0,neutral
b khairy jamaluddin reject taking covid booster dose n nhere facts,0,neutral
b greenswelfares gurmeetramrahim volunteers derasachasauda always great work inspiration xe x xa,0.8,positive
b vaccination moral responsibility nto bring awareness informative covidexhibition children xe x xa,0,neutral
b doctor xc xadetects xc xa xe x xbmac addresses xc xain xc xa covid xc xa vaccinated individuals xc xa xe x xbwith bluetooth applications n n vaccination xe x xa,0,neutral
b greenswelfares gurmeetramrahim incredible work dss volunteers grace saint dr msg xf xf x xf xf xf x xf xf xf x xf xf xf x xf n vaccines xe x xa,0.9,positive
b vaccination moral responsibility nto bring awareness informative covidexhibition children xe x xa,0,neutral
b xf xf x xa xf xf x xa xe x xd children reported ema xe x xdeath connected vaccination xe x x eighty three n nwhen enough xe x xa,0,neutral
b greenswelfares gurmeetramrahim great n vaccination covidvaccine derasachasauda n welfareworks saintdrgurmeetramrahimsinghji,0.8,positive
b health minister mansukhmandviya reviews public health preparedness covid national covid vaccination xe x xa,0,neutral
b xf xf x xa xf xf x xa xe x xdthis woman wants abolish nuremberg code medical fascism forced spike protein vaccination xf xf x xa xf xf x xa xe x xa,-0.033333333,negative
b pfizer jabs varying dosages children aged department health n n,-0.1,negative
b zoomabus il serait temps hakers go next vaccination nonauvaccinobligatoire retweeet xe x xa,0,neutral
b ulrikeprotzer friedemann massvaccination smartvaccination targeted vaccination speed sars xe x xa,0,neutral
b greenswelfares gurmeetramrahim dss volunteers organise vaccination camp people coronasaftey,0,neutral
b updated new cdc guidance shingrix related immunocompromised individuals dose regimen approved inc xe x xa,0.068181818,positive
b list covid lasting effects getting long long n longcovid vaccination agingparentsathome xe x xa,-0.033333333,negative
b massive thanks covid vaccination team bridge clinic vaccinated year old son morn xe x xa,0.1,positive
b schedule vaccination n ncontact health department available schedules covid vaccination xe x xa,0.4,positive
b greenswelfares gurmeetramrahim absolutely xf xf x xd nvaccination camp dss volunteers nfollowing pious guidance sa xe x xa,0.1,positive
b covid vaccination opportunities offered today n n xf xf x x saturday january n n xf xf xa xb xe x xd xf xf xa xb xe x xd xf xf x x appointme xe x xa,0,neutral
b k displaced workers benefit initial p million camp money n n,0,neutral
b sorry deal cowards hide behind anonymous twitter accounts n nif believe something xe x xa,-0.45,negative
b greenswelfares gurmeetramrahim well done disciples dss following pious guidance saint dr msg xe x xa,0,neutral
b duckcheeky marcorobinson sorry deal cowards hide behind anonymous twitter accounts n nif xe x xa,-0.45,negative
b xf xf xb x covid numbers xf xf xb x n covid pune mask amp maintain cab amp vaccination maskuppune n new cases xe xac x xef xb xf n active xe xac x xef xb xf xe x xa,0.001515152,positive
b vaccines vaccination nwe yet vacci nation,0,neutral
b greenswelfares gurmeetramrahim dera sacha sauda organise vaccination camp people coronasaftey,0,neutral
b debate best covid treatments let xe x xs eschew revisionist history xe x xa drfahadrazak xe x xa xe x xa,1,positive
b elon musk praises boasts anti vaccine rally canada n canada elonmusk xe x xa,0,neutral
b union health minister shri mansukhmandviya reviews public health preparedness covid vaccination progres xe x xa,0,neutral
b ncc n vaccination ncadets assam girls batallion ncc haflong govt college haflong volunteered vaccinati xe x xa,0,neutral
b boosters army pan coronavirus vaccine could wipe covid pandemics n omicron xe x xa,0,neutral
b vaccinations nhs staff covid coronavirus vaccination,0,neutral
b need herd immunity nthis place n xf xf x xa xf xf x xb bahamas n fully vaccinated nas n ntake xe x xa,0,neutral
b job vacancy vaccination administration suppo lancshospitals n n xe xf xb closing n nread apply xe x xa,0,neutral
b vaccination camp amp mask distribution volunteers following pious teachings saint dr gurmeetramrahim sing xe x xa,0,neutral
b vaccination daman,0,neutral
b greenswelfares gurmeetramrahim dss volunteers organise vaccination camp people coronasaftey,0,neutral
b nudging restrictions work xf xf x x xf xf x x vaccination vaccineswork impfplicht impfenschuetzt,0,neutral
b covid vaccination schedule vaccineswork nigeria kano,0,neutral
b got rd covid dose yesterday n n covid diseaseprevention vaccination,0,neutral
b positive covid sentiment trains dropped according dotr philippines n n,0.227272727,positive
b xe x xno vax ride xe x x ncr determined next alelevel n n,0,neutral
b mrgenier anti vaxx misinformation one spread stop vaccines mitigate infection sp xe x xa,0,neutral
b xf xf x xaf nsay loud people back xf xf x xa xf xf x xa xf xf x xa n vaccines vaccination vaccinesideeffects antivaxxers,0.05,positive
b rep greg murphy gop doctors caucus xe x xinfuriated xe x x fauci xe x xs policy xe x xhas vaccination xe x x n xe x xa,0,neutral
b covid pace vaccination slowing among kids age group know details n n vaccination xe x xa,0,neutral
b greenswelfares gurmeetramrahim great work dss xf xf x xdvolunteers organise vaccination camp people n coronasaftey,0.8,positive
b mikesington thank god michelle bachman xe x xs mother vaccinated well sarah palin vaccination sniffles,0,neutral
b significant uptick covid cehelpline calls n n hselive covidireland xe x xa,0.375,positive
b health worker primary health center team arrived rajgariyo nes paof mega covid xe x xa,0.15,positive
b news district administration srinagar cent percent coverage age group covid vaccination xe x xa,0,neutral
b nstnation revision standard operating procedures sop umrah include making mandatory xe x xa,0,neutral
b xe xc x sam club free n mask distribution n follow link details n n xe x xa,0.4,positive
b knowledge power xf xf x xa n nknowing facts covid vaccines xf xf x xis first step making informed decision xe x xa,0.25,positive
b mediavenir corrompus vonderleyden unioneuropeen vaccinationobligatoire vonderleyden levezvous revolution xe x xa,0,neutral
b beautiful place comoros islands covid_ vaccines though president signed dec xe x xa,0.85,positive
b anand_market bozo sarahpalinusa dined several nyc restaurants positive covid going xe x xa,0.113636364,positive
b th january six areas reached alelevel n n,0,neutral
b glimpses vaccination program mayor health clinic chetla ward n kmcfightscorona xe x xa,0,neutral
b yes covid illness comparatively uncommon children vs adults get sick many children suf xe x xa,0.195238095,positive
b vaccination camp volunteers following pious teachings saint dr gurmeetramrahim singh ji insan hansi xe x xa,0,neutral
b ny govkathyhochul said yesterday xe x xs extending state policy requiring wear facemasks coverings al xe x xa,0,neutral
b news article hub xe x xdefinitely unvaccinated xe x x staff one trust via hsjnews xe x xa,0,neutral
b austria protests mandatory covid vaccination hit vienna,0,neutral
b pnp active cases dropped k recoveries n n vaccine xe x xa,-0.133333333,negative
b protesters demonstrate vienna covid restrictions mandatory vaccination n nlive xe x xa,0,neutral
b vaccination years group dips reaching percent mark vaccination covid vaccinationdrive xe x xa,0,neutral
b three exposures spike protein covid either infection vaccination elicit superior neutralizin xe x xa,0.7,positive
