text,polarity,sentiment
b psychiatricnews nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b watched repoagain ramsaysky amp alexcrawfordsky hotspots amazing brave journalism society owes amp xe x xa,0.7,positive
b apapsychiatric nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b apahealthyminds nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b psychtimes nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b cadmhc nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b new cases new deaths canada n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b cal_hhs nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nan xe x xa,0,neutral
b capublichealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b lapublichealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b new covid data pm est coronavirus covid covid_,0.136363636,positive
b keep date late coronavirus information leicester leicester_news yourleicester newslet xe x xa,-0.3,negative
b drmikesevilla nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b futuredocs nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b thenewphysician nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b nih_orwh nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n na xe x xa,0,neutral
b nimhd nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b minorityhealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b publichealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b onion bagels coronavirus bagels infecting killing smell taste everything range,0,neutral
b nacchoalerts nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b astho nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b thephf nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b new cases new deaths south africa n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b nphw nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b nationshealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b karnataka records fresh covid cases recoveries deaths last hours n nactive cases xe x xa,0.15,positive
b unm hospital operating loss deficit n abq albuquerque nm newmexico nmleg nmpol coronavirus unm,0,neutral
b cmsgov nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b world spirals toward chaos amy cooper fights stop evolution deadly virus beliefs disa xe x xa,-0.2,negative
b newsweek michele bachmann said sarah palin commended dining public infected h xe x xa,0,neutral
b rwjf nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b khnews nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b modrnhealthcr nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b beckershr nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b healthleaders nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b dental_care_center_offers_biggest_discount ncontact us detail n xe x xa,0,neutral
b dental_care_center_offers_biggest_discount ncontact us detail n xe x xa,0,neutral
b fiercehealth nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b new youtube video let xe x xs gooo come subscribe jay smitty channel new variant covid called ba wt xe x xa,0.136363636,positive
b medeconomics nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b like neil young like eric clapton n n coronavirus covid covidiots antivaxxers deletespotify xe x xa,0.1,positive
b jimmy kimmel fire accused comparing korean pop band bts coronavirus,0,neutral
b hsjnews nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nan xe x xa,0,neutral
b dhscgovuk nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b ukhsa nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b body count caused foxnews reckless coronavirus disinformation tens thousands leas xe x xa,0,neutral
b nhsengland nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b nicecomms nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b bmj_latest nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b nejm nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n nand xe x xa,0,neutral
b thelancet nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b annalsofim nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b jamainternalmed nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b people believe covid end next months xf xf xa xa pandemic needs least years maybe xe x xa,-0.15,negative
b hme_news nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow n na xe x xa,0,neutral
b homecaremag nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b omicron drives us deaths high fall xe x xs delta wave n neven though coronavirus variant causes less seve xe x xa,-0.003333333,negative
b ba variant taking omicron ba uk investigation coronavirus variants xe x xa,0,neutral
b familypracnews nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b aafpfoundation nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow yo xe x xa,0,neutral
b fpmjournal nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b afpjournal nfor valentinesday covid n roses red nviolets blue ni got vaccines nhow xe x xa,0,neutral
b countdown february xe x x opening thailand xe x xs tourist floodgates thailand bangkok phuket samui pattaya xe x xa,0,neutral
b xf xf x xba xf xf x xb xf xf x xa xf xf x xac f block bulgaria delayed n nthe american company lockheed martin time produ xe x xa,0,neutral
b wonder well grievance politics getting beyond played terms coronavirus,0,neutral
b new cases new deaths dominican republic n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b globally xf xf xc x nthere confirmed cases covid xe x xbc xe xb xbaabout swine flu estimated total cas xe x xa,0.133333333,positive
b pomona unified schools stavoluntary coronavirus testing students xe x x daily bulletin coronavirus kids xe x xa,0,neutral
b pomona unified schools stavoluntary coronavirus testing students xe x x daily bulletin coronavirus kids xe x xa,0,neutral
b world countries russia n covid xf xf xa xa coronavirus pandemic nlast updated january gmt n russia xf xf x xb xf xf x xba ncoronavi xe x xa,0,neutral
b new cases new deaths algeria n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b friday night million coloradans received least one dose covid vaccine n via xe x xa,-0.3,negative
b breakingnews n nindia registerd covid cases amp death n ntotal cases registered last day xe x xa,0,neutral
b according state health department patients got infected omicron variant sars cov today n xe x xa,0,neutral
b corona virus cases sweden n n xf xf x x date n xf xf xa x confirmed cases n xf xf x xa deaths n n sweden xe x xa,0.4,positive
b new covid data pm est coronavirus covid covid_,0.136363636,positive
b xf xf x xa new podcast episode relationship healthcare workers ft pollyanna buried pleasures xe x xa,0.136363636,positive
b srilanka one first countries initiate vaccine roll vaccinations sri lanka si xe x xa,0.25,positive
b newzealand coronavirus taliban helps pregnant new zealand journalist stranded quarantine rules charlotte bell xe x xa,0.234848485,positive
b medicare federal insurance system million old disabled americans included federa xe x xa,-0.05,negative
b cases ndeaths nrecovered nactive cases ncompleted ca xe x xa,0,neutral
b listen hi white privileged white also got suffocated police officers grandpa jim xe xa x xe x xa,0,neutral
b ambushedwithacake ambushedbycake dogecoin coronavirus covid_ socialdistancing seg n getvaccinatednow xe x xa,0,neutral
b argentine president alberto fernandez said choosing different coronavirus vaccines preferred xe x xa,0,neutral
b china coronavirus turned world upside stock markets r crashing business r bad italy emerge xe x xa,-0.7,negative
b check late guidance stay safe amp prevent spread coronavirus upd xe x xa,0.1,positive
b late coronavirus updates palestine new cases covid fatalities hrs six people die xe x xa,-0.081818182,negative
b karnataka also announced relaxations covid decided reopen schools classes january xe x xa,0,neutral
b xe x xcu army starting human trials vaccine effective variants coronavirus national post xe x xd,0.2,positive
b hello ashishsinghim fact cia warned white house since early february china vastly understa xe x xa,0.033333333,positive
b haryana schools colleges reopen st february despite arrival wuhan lab new amp dangerous xe x xa,-0.231818182,negative
b end less game xf xf xa xb xf xf xf xbb xe x xd xe x x xef xb xf neocov coronavirus vaccination,-0.283333333,negative
b cases ndeaths nrecovered nactive cases ncomplete xe x xa,0,neutral
b late coronavirus updates jordan covid statistical repoin jordan xf xf xc x details via xe x xa,-0.3,negative
b corona info germany nnew cases ntoday recovery ntoday deaths ntotal active cases ntot xe x xa,-0.133333333,negative
b new cases new deaths mozambique n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b rapidly spreading contagion far north quebec underscores coronavirus sneak anywher xe x xa,0.1,positive
b late coronavirus updates iraq new covid fatalities hrs xd xa xd x xd x xd x xd x xd x_ xd xa xd x xd x xd xa xd xa xd xa via xe x xa,-0.081818182,negative
b clairvoyance n coronavirus coronacircus passevaccinal macrondegage effetsecondaires deboutlajeunesse xe x xa,0,neutral
b lockdown ideas managing whether self isolating coronavirus,0,neutral
b nyc global covid coronavirus pandemic new pediatric covid deaths recorded nyc xe x xa,0.068181818,positive
b covid watch numbers developments nthe number reported coronavirus cases india stood xe x xa,0,neutral
b covid coronavirus marketing leadership realestate business hiring jobs digitalmarketing n kudos xe x xa,0,neutral
b cbcnews cbc joke stop truckersforfreedom truckersforfreedom coronavirus fakenews xe x xa,0,neutral
b covid coronavirus marketing leadership realestate business hiring jobs digitalmarketing n kudos xe x xa,0,neutral
b tired us parents doctors say kids five left guardian n nfour year old joanna gilliki xe x xa,-0.1,negative
b authentic cantonese thailand bangkok phuket samui pattaya ayutthaya chiangmai covid coronavirus xe x xa,0.5,positive
b myth living normal coronavirus lifestyle,0.15,positive
b new cases new deaths cuba n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b current estimated covid cases bromley elm_house bromleygps beckenham_forum beckenhamnet beckenham xe x xa,0,neutral
b covid coronavirus marketing leadership realestate business hiring jobs digitalmarketing n kudos xe x xa,0,neutral
b new covid data pm est coronavirus covid covid_,0.136363636,positive
b coronavirus epidemic caused million deaths n,0,neutral
b new deaths day ntotal deaths day n n coronavirus covid sarscov,0.136363636,positive
b new cases djibouti n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b covid coronavirus marketing leadership realestate business hiring jobs digitalmarketing n kudos xe x xa,0,neutral
b urgent appeal presidency transitional council fevers coronavirus mutated spread b xe x xa,0,neutral
b finished orders days nknock logodesign flyers socialmediamarketing businesscards xe x xa,0,neutral
b coronavirus covid covid_ sarscov covidworld n minutes early,0.1,positive
b coronavirus covid covid_ sarscov covidworld n minutes early,0.1,positive
b health ministry confirms new coronavirus infections deaths n lebanon,0.136363636,positive
b coronavirus covid covid_ sarscov covidworld n minutes early,0.1,positive
b new cases new deaths germany n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b iranian national taskforce fighting coronavirus said statement covid infection rate xe x xa,0,neutral
b got st dose covishield today xe x xt make instagram reel vaccination coronavirus reelsinstagram,0,neutral
b turkey logs record covid cases n nfollow updates coronavirus,0,neutral
b coronavirus covid covid_ sarscov covidworld ncovid xc xasituation european region ndata xc xa xe x xa,0,neutral
b hello everyone n interesting gone policy eradicate covid must learn xe x xa,0.5,positive
b hungary daily covid cases could reach says minister n nfollow updates coronavirus,0,neutral
b test amp go return gets early test thailand bangkok phuket samui pattaya ayutthaya chiangmai covid xe x xa,0.1,positive
b third coronavirus wave hit world doctors experts opinion virus end xe x xa,0,neutral
b coronavirus covid covid_ sarscov covidworld ndocuments nthis page lists documents produced n xe x xa,0,neutral
b double vaccinated places testing positive covid often unvaccinated xe x xa,0.113636364,positive
b new cases sao tome principe n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b coronavirus covid covid_ sarscov covidworld ncovid vaccine tracker landscape n n,0,neutral
b westbengal reports covid cases recoveries deaths last hours n nactive cases xe x xa,0,neutral
b coronavirus covid covid_ sarscov covidw nglobally pm cet january xe x xa,0,neutral
b covid n covid_ n covidvaccine n coronavirus n corona n antiviral drugs treatment covid n nantiviral treatmen xe x xa,0,neutral
b health links handling diabetes bloodsugar diabetes coronavirus covid pandemic curing_diabetes n,0,neutral
b first dose progress xf xf x x n xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xc xe xac xc xe xac xc n n nsecond dose progress xf xf x x xf xf x x n xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xb xe xac xc xe xac xc xe xac xc xe xac xc xe x xa,0.25,positive
b coronavirus covid covid_ sarscov covidworld ncoronavirus xe x x updates n n,0,neutral
b mae ramphueng beach declared disaster area clean gathers pace thailand bangkok phuket samui pattaya xe x xa,0.366666667,positive
b royalcaribbean mo ahead schedule nice lies rcl lost mo rev hongkong like earnings xe x xa,0.6,positive
b good morning late numbers covid arizona detailed breakdowns week xe x xa,0.266666667,positive
b new cases sierra leone n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b health ministry new coronavirus cases new deaths lebanon,0.136363636,positive
b coronavirus covid covid_ sarscov covidworld nsars cov omicron variant nthis page last edited xe x xa,0,neutral
b toronto physician co founder canadian covid care alliance investigation medical regulator xe x xa,0,neutral
b illinois global covid pandemic surge hospital icus full covid deaths january man xe x xa,0.175,positive
b coronavirus covid covid_ sarscov covidworld ncovid dashboard mobile nby center systems scien xe x xa,-0.1,negative
b coronavirus covid covid_ sarscov covidworld nweekly confirmed covid cases ncovid dashboard desktop xe x xa,0.4,positive
b uk travel ban lifted essential travel permitted xe x xa n nread full article france travel update restrictions xe x xa,0.175,positive
b initial period n let ask people apply important simple health tips commitment n n xe x xa,0.133333333,positive
b environment bad environment coronavirus salt water ph mouth chan xe x xa,-0.7,negative
b czech republic xf xf x xa xf xf x xbf n mexico xf xf x xb xf xf x xbd n el salvador xf xf x xb xf xf x xbb n japan xf xf x xaf xf xf x xb n singapore xf xf x xb xf xf x xac n end corona viru xe x xa,0,neutral
b sweden decides recommending covid vaccines kids aged n covid coronavirus n coronaupdate xe x xa,-0.1,negative
b new cases greenland n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b coronavirus vaccinesandimmunisation xe x xwe tired xe x x us parents doctors say kids five left behind xe x xa,-0.266666667,negative
b new test amp go scheme open nationalities says ccsa thailand bangkok phuket samui pattaya ayutthaya xe x xa,0.068181818,positive
b factcheck neocov related news claims n factcheck neocov coronavirus n,0,neutral
b oil slicked rayong beach closed clean operation begins thailand bangkok phuket samui pattaya ayutthaya xe x xa,0.133333333,positive
b coronavirus update n xe x xa xef xb xf xef xb xf total cases xe x xa xef xb xf xef xb xf n xe xa xa xef xb xf current cases xe xa xa xef xb xf n xe xa xb xef xb xf deaths xe x xa,0,neutral
b another coronavirus cases reported today n nand sadly covid deaths reported within day xe x xa,-0.5,negative
b new covid data pm est coronavirus covid covid_,0.136363636,positive
b brazil breaks record cases rd day row records almost deaths covid n n politics xe x xa,0,neutral
b xf xf x x uk covid vaccine stats th january n n xef xb xf xe x xa total st vaccines received population n xe x xa,0,neutral
b islamabad daily update coronavirus cases th january n n xe x xa tests conducted last hours n xe x xa xe x xa,0,neutral
b form gaslighting spike protein drugs pushed bigpharma globalpowerelite xe x xa,0,neutral
b going ask legal question coronavirus laws summary nthis means statutory tim xe x xa,0.2,positive
b love fuck trudeau wannabe stalin n covid_ covidvariant covidtesting coronavirus corona coronapositive xe x xa,0.05,positive
b never forget doctor cum health minister took careless decisions coronavirus covid first hear xe x xa,-0.125,negative
b covid south korea new high case n southkorea xe xb x xe xb x xe xb xb xe xb xab xe xb xa xe xb xb xe xb x xe xb x xe xb x xed x xc xea xb xad xe xf x xe xb xbd coronavirus coronavirusupdates xe x xa,0.148181818,positive
b cases ndeaths nrecovered nactive cases ncompleted ca xe x xa,0,neutral
b neocov coronavirus found bats wuhan scientists warn new coronavirus n neocov coronavirus tridhascholar xe x xa,0.136363636,positive
b masks amp tests back stock kn kf covid tests n nuse link bio,0,neutral
b york governor hochul discusses winter storm n njan n ncovid status xe x xa,0,neutral
b hospitalizations caused covid clearly reduced vaccination people convalesced previous xe x xa,-0.033333333,negative
b dry saunas degrees eliminate virus covid sarscov coronavirus,-0.066666667,negative
b god sake thepfid remember realdonaldtrump said xe x xs going disappear one day xe x xs like miracle xe x x xe x xa,0,neutral
b another global health crisis unfolding shadow coronavirus pandemic antimicrobialresistance xe x xa,0,neutral
b new cases new deaths montenegro n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b cases ndeaths nrecovered nactive cases ncomplete xe x xa,0,neutral
b gojoe presidentialleadership publichealth n nno boosters army pan coronavirus vaccine could wipe ou xe x xa,0,neutral
b new covid cases deaths thailand bangkok phuket samui pattaya ayutthaya chiangmai covid xe x xa,0.136363636,positive
b greece confirms new coronavirus infections sat deaths ventilators n n,0.136363636,positive
b news day n n coronavirus pandemic going end soon n n coronavirusupdates,0,neutral
b still xe x xt get day girl old work shocked hear people still dieing coronavirus xe x xag xe x xa,-0.3,negative
b covid would n n running show would public policy xe x xa,0,neutral
b coronavirus indoreupdate covid__ jan six deaths n tested positive saturday deaths ntot xe x xa,0.227272727,positive
b corona info uk nnew cases ntoday recovery ntoday deaths ntotal active cases ntotal c xe x xa,-0.133333333,negative
b new cases new deaths qatar n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b coronavirus daily news updates january know today covid seattle area washington state xe x xa,0,neutral
b fact covid pandemic fake coronavirus moronavirus covidiots,-0.5,negative
b fake news driving pandemic narrative costing lives even omicron led third wave n nhere xe x xs xe x xv xe x xa,-0.25,negative
b jonimitchell says seeking remove music spotify solidarity neilyoung ignit xe x xa,0,neutral
b costa rica reached grim milestone friday reaching new cases covid according ministry xe x xa,-0.431818182,negative
b covid surge forces ann arbor public schools suspend bus routes coronavirus kids children xc xa xe x xa,0,neutral
b covid surge forces ann arbor public schools suspend bus routes coronavirus kids children xc xa xe x xa,0,neutral
b know dotw_uk late government coronavirus guidance available languages nvisit xe x xa,0.05,positive
b late coronavirus figures scotland xf xf x xb n nmore xe xe xa xef xb xf,-0.3,negative
b published coronavirus helping healing planet year n ngo xe x xa,0,neutral
b millions people lost jobs due nto coronavirus brand new way nmake living risen xe x xa,0.005681818,positive
b xe x xs looking back icu nurse went viral quitting grueling months coronavirus pandemic xe x xa,0,neutral
b mumbai reports new covid cases recoveries deaths last hours n nactive cases xe x xa,0.068181818,positive
b cdhkedition china infected world chinavirus coronavirus chinaglobalthreat freehongkong xe x xa,0,neutral
b greenswelfares gurmeetramrahim good job volunteers xe xd xa n vaccination coronavirus,0.7,positive
b sadly xf xf x xa dhsc repothe death another child covid little boy n nengland xe x xa,-0.34375,negative
b new covid data est coronavirus covid covid_,0.136363636,positive
b rsbnetwork find disturbing repulsive former president trump says mandates disaster yet n xe x xa,-0.25,negative
b nhs england hospital data th january n nadmissions xe xac x xef xb xf ninpatients xe xac x xef xb xf nmechanical ventilation xe xac x xef xb xf n n coronavirus xe x xa,0,neutral
b covid gt nconf ndeaths n died v xe x xa,0,neutral
b new cases new deaths greece n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b good morning afternoon evening everyone n online inform entertain coronavirus cr xe x xa,0.7,positive
b breaking official figures show uk recorded new covid related deaths new cases xe x xa,0.090909091,positive
b england early years covid cases th january n n rise xe xac x xef xb xf n rise xe x xa,0.1,positive
b police forcing protesters roads onto footpaths small amount protesters pushed police lines gener xe x xa,-0.25,negative
b third coronavirus wave hit world doctors experts opinion virus end xe x xa,0,neutral
b oh christ sake dna fact spraying alcohol chlorine body kill viruses al xe x xa,0,neutral
b government allowed relaxations also emphasised following covid appropriate behaviour xe x xa,0.25,positive
b pubmed update recommendations sociedade portuguesa de cuidados intensivos infection sep xe x xa,0,neutral
b find disturbing repulsive former president donald trump says mandates disaster yet never xe x xa,-0.25,negative
b xe x xre vaccinated xe x xre selfish ignorant fool n stupidity idiot coward fool nonsense embarrassing xe x xa,-0.633333333,negative
b jcperezcodex nthread n n choice name pango lin caninfluenceinducepeopleinerrors n n coronavirus sars_cov_ xe x xa,0,neutral
b england child covid cases th january n n rise xe xac x xef xb xf n rise xe x xa,0,neutral
b waiting pandemic end n neocov coronavirus pandemic,0,neutral
b confirmed covid cases wales reported public health wales furthe xe x xa,0.2,positive
b real image lung covid_ patient died coronavirus severity nit taken new techn xe x xa,0.168181818,positive
b barts covid coronavirusuk coronavirus london dailycovidupdate,0,neutral
b croydon covid coronavirusuk coronavirus london dailycovidupdate,0,neutral
b london covid coronavirusuk coronavirus london dailycovidupdate,0,neutral
b omicron surge brazil hospitalizing unvaccinated n n politics brazil brazilianpolitics coronavirus covid xe x xa,0,neutral
b much expected take eh uklabour n covid coronavirus xe x xa,-0.1,negative
b sindh reports coronavirus cases deaths n nfollow updates coronavirus,0,neutral
b socialmediaposter new variant found south africa n n n covid coronavirus corona stayhome staysafe xe x xa,0.136363636,positive
b new cases new deaths morocco n n gmt coronavirus coronavirusupdate covid coronaviruspandemic,0.136363636,positive
b option whether xe x xd send text print form xe x xd fill xe x xa,0,neutral
b remember realdonaldtrump said today spoke wolfgang puck chef coronavirus moronavirus,0,neutral
b breaking nsen mittromney r utah tested positive covid acc romney office stmt n n current xe x xa,0.113636364,positive
b disgusting much lied us n covid covid_ coronavirus corona coronapositive omicron xe x xa,-0.4,negative
b covid coronavirus covidiots n nit took covid less months get n n sigh,-0.166666667,negative
b geniuses exist xf xf x x covidtesting covid coronavirus,0,neutral
b greenswelfares gurmeetramrahim vaccination camp dera sacha sauda volunteers following pious teachings xe x xa,0,neutral
b karnataka night curfew lifted schools colleges bengaluru reopen nightcurfew coronavirus xe x xa,0,neutral
